simulation,mass1,radius1,logg1,mass2,radius2,logg2
05033,1.10378,3.86819,3.30593,0.70468,1.96678,3.69855
05034,1.17548,3.96022,3.31284,1.47800,1.76097,4.11624
05035,1.10565,4.46369,3.18230,0.48100,1.51473,3.75954
05036,1.08020,2.13557,3.81254,0.52368,1.27499,3.94612
05037,1.34650,3.64583,3.44368,0.16610,0.30078,4.70193
05038,1.15089,0.99121,4.50677,0.46600,2.12593,3.45136
05039,1.06080,3.11239,3.47751,1.54594,3.04953,3.65879
05040,1.38437,0.90841,4.66276,1.21408,3.91645,3.33653
05041,1.26558,3.98261,3.34002,1.51158,2.41475,3.85176
05042,1.33034,1.55482,4.17867,1.45208,1.40651,4.30377
05043,1.27280,1.07118,4.48310,0.60145,0.76832,4.44618
05044,1.18875,2.62425,3.67515,1.38591,4.03203,3.36875
05045,1.10864,3.08833,3.50341,1.06699,3.92537,3.27847
05046,1.04857,0.85277,4.59700,1.52636,3.16845,3.62003
05047,1.39021,3.95128,3.38767,0.76823,1.24189,4.13539
05048,1.39622,2.68847,3.72401,2.08322,0.76089,4.99416
05049,1.14180,4.28229,3.23231,1.63240,1.68768,4.19631
05050,1.35240,2.92276,3.63759,1.80178,1.01932,4.67715
05051,1.39770,1.26967,4.37610,1.44493,0.91913,4.67115
05052,1.00246,2.86289,3.52553,0.61837,0.61885,4.64614
05053,1.21362,1.39106,4.23546,1.08985,0.93847,4.53059
05054,1.35216,2.04557,3.94747,1.20493,1.72102,4.04746
05055,1.23674,0.89192,4.62970,1.08882,2.59930,3.64531
05056,1.17440,5.42654,3.03884,1.07092,4.80558,3.10433
05057,1.06716,0.91890,4.53976,1.33373,5.09732,3.14845
05058,1.34638,5.50832,3.08520,1.33865,0.84703,4.70894
05059,1.39643,1.46575,4.25097,1.29510,0.96535,4.58100
05060,1.07526,1.46793,4.13617,0.19756,0.42397,4.47910
05061,1.29401,1.25142,4.35520,1.93178,1.59598,4.31797
05062,1.30510,2.05767,3.92696,1.77856,0.85106,4.82822
05063,1.22293,5.29218,3.07820,0.79931,2.74169,3.46475
05064,1.28752,2.15783,3.87979,0.23593,0.26846,4.95307
05065,1.32507,1.42227,4.25434,1.70527,3.75565,3.52049
05066,1.17581,2.52896,3.70252,1.14798,0.64947,4.87288
05067,1.29181,4.39114,3.26411,1.14478,4.27175,3.23558
05068,1.18044,0.76048,4.74794,0.89819,3.61174,3.27600
05069,1.06729,0.67185,4.81181,1.42551,0.88736,4.69584
05070,1.11595,4.32296,3.21415,1.28237,3.01222,3.58831
05071,1.04113,1.07728,4.39091,1.53311,2.28130,3.90728
05072,1.38315,2.56879,3.75948,0.66666,0.45518,4.94561
05073,1.15096,0.91330,4.57790,1.48723,5.18099,3.18162
05074,1.24056,0.67191,4.87706,0.90568,0.55879,4.90054
05075,1.30471,0.98007,4.57106,1.82778,3.00630,3.74393
05076,1.00887,0.89074,4.54240,0.76813,0.59508,4.77436
05077,1.06610,1.67879,4.01587,1.49829,1.84184,4.08316
05078,1.22396,4.46026,3.22712,0.35183,0.33179,4.94268
05079,1.18517,2.25376,3.80604,1.65589,4.85398,3.28490
05080,1.06676,2.04520,3.84466,1.16824,0.77722,4.72451
05081,1.08235,0.65327,4.84225,0.94341,1.83348,3.88622
05082,1.26916,0.77407,4.76402,1.15878,1.20634,4.33913
05083,1.22125,1.68029,4.07410,1.77203,4.54596,3.37129
05084,1.07723,4.05413,3.25458,0.29242,0.97477,3.92627
05085,1.18372,1.38416,4.22895,1.46294,2.35067,3.86091
05086,1.35267,1.36180,4.30103,1.55752,2.08669,3.99159
05087,1.02912,0.65273,4.82106,1.45596,4.28173,3.33798
05088,1.15323,1.07767,4.43501,0.88857,2.92550,3.45436
05089,1.01184,1.87870,3.89546,1.11319,3.80159,3.32471
05090,1.09452,2.72997,3.60498,0.96873,1.18475,4.27701
05091,1.30338,3.97883,3.35363,0.98993,0.93677,4.49041
05092,1.32196,2.42072,3.79140,1.30665,1.42725,4.24522
05093,1.09129,3.49944,3.38801,1.39423,2.17679,3.90677
05094,1.38659,0.86780,4.70317,1.46622,0.72347,4.88542
05095,1.10444,2.42604,3.71141,0.63467,0.47045,4.89559
05096,1.08435,3.04553,3.50591,1.45286,1.10938,4.51013
05097,1.00671,0.68293,4.77222,0.48995,0.63217,4.52655
05098,1.33141,2.95867,3.62019,1.09432,0.84275,4.62582
05099,1.21403,0.84120,4.67250,1.66707,3.06810,3.68628
05100,1.15857,1.54413,4.12462,1.14584,2.04423,3.87613
05101,1.08945,0.64376,4.85783,1.28874,2.92698,3.61539
05102,1.19296,3.92175,3.32773,0.23969,0.43432,4.54209
05103,1.15489,3.80515,3.33986,1.36242,0.71271,4.86656
05104,1.19503,0.66049,4.87572,0.54629,0.90489,4.26230
05105,1.21549,1.08361,4.45308,0.62010,2.00003,3.62845
05106,1.23762,3.65788,3.40420,0.30961,0.64208,4.31370
05107,1.03300,2.89609,3.52854,0.56459,0.78673,4.39815
05108,1.32128,3.33304,3.51338,0.66537,1.81525,3.74326
05109,1.38258,1.98298,3.98412,0.35786,0.62336,4.40229
05110,1.13623,0.84638,4.63840,1.13973,2.14396,3.83244
05111,1.22025,3.37376,3.46829,1.23587,0.73146,4.80166
05112,1.31506,1.02382,4.53657,0.67185,2.00201,3.66241
05113,1.06202,0.67706,4.80295,1.33969,2.16808,3.89292
05114,1.30630,1.39325,4.26605,1.77301,3.90088,3.50445
05115,1.32254,3.80870,3.39792,1.33906,1.25017,4.37093
05116,1.28260,2.25232,3.84090,1.83235,1.71387,4.23312
05117,1.06368,1.54378,4.08771,1.56287,2.61305,3.79769
05118,1.26290,0.76194,4.77559,0.60382,1.49478,3.86982
05119,1.06012,4.53029,3.15117,0.80454,2.87161,3.42737
05120,1.33938,1.42159,4.25942,0.13971,0.28702,4.66749
05121,1.17965,0.64088,4.89627,1.16374,4.20595,3.25619
05122,1.02371,3.58198,3.34000,1.13105,1.98583,3.89566
05123,1.04516,4.06335,3.23948,0.25803,2.20971,3.16107
05124,1.20015,0.81891,4.69083,1.75099,1.18914,4.53089
05125,1.15880,3.77762,3.34764,0.72532,0.63734,4.68986
05126,1.26189,3.90617,3.35559,1.20407,3.95694,3.32400
05127,1.26413,0.74991,4.78984,1.65996,0.69911,4.96908
05128,1.12103,0.85492,4.62383,0.78043,1.56239,3.94282
05129,1.09929,2.14462,3.81648,0.86992,1.21249,4.21019
05130,1.02005,1.90310,3.88776,0.28051,0.30363,4.92132
05131,1.30102,2.35975,3.80662,0.80964,3.57339,3.24020
05132,1.09786,2.31629,3.74903,1.31681,5.66600,3.05104
05133,1.31665,1.95462,3.97542,1.55669,4.25359,3.37276
05134,1.25107,5.59011,3.04051,0.92482,4.45174,3.10707
05135,1.16261,1.42914,4.19335,0.78803,0.62566,4.74194
05136,1.19212,2.44903,3.73640,1.72397,2.20138,3.98921
05137,1.37481,5.31312,3.12561,0.96049,1.61417,4.00466
05138,1.09035,2.32693,3.74207,1.32743,3.25872,3.53499
05139,1.39988,1.40365,4.28964,1.09581,4.53429,3.16478
05140,1.18488,3.47246,3.43047,1.28213,3.35253,3.49526
05141,1.39954,0.74388,4.84105,0.25107,1.23930,3.65151
05142,1.21453,4.48942,3.21809,0.98535,0.60218,4.87221
05143,1.28662,2.37979,3.79444,1.41970,0.68660,4.91686
05144,1.11761,2.73344,3.61294,0.94871,4.71108,3.06896
05145,1.17471,1.15447,4.38323,0.87708,1.08930,4.30681
05146,1.01749,2.97695,3.49805,1.52209,0.84612,4.76564
05147,1.04369,0.67606,4.79666,1.05379,0.70837,4.76030
05148,1.24775,1.75431,4.04598,0.32994,0.82868,4.11973
05149,1.11389,5.12590,3.06537,0.20313,1.12509,3.64345
05150,1.40006,3.53410,3.48766,0.34473,1.94207,3.39901
05151,1.34014,2.90224,3.63975,1.42025,1.00202,4.58868
05152,1.08700,4.89845,3.09418,1.13814,1.12910,4.38880
05153,1.33648,0.64663,4.94272,0.77844,0.47067,4.98387
05154,1.34363,0.96625,4.59617,0.41783,0.38474,4.88872
05155,1.31442,1.15446,4.43205,1.44920,2.49485,3.80511
05156,1.03966,1.79409,3.94727,0.51717,0.93251,4.21240
05157,1.16419,2.39439,3.74570,0.31544,0.31307,4.94570
05158,1.18377,1.68397,4.05867,1.72063,2.77167,3.78827
05159,1.23143,1.10469,4.44199,0.43061,0.43922,4.78680
05160,1.21070,2.51906,3.71862,1.43708,1.02698,4.57242
05161,1.21795,1.16436,4.39152,0.65797,0.95418,4.29702
05162,1.20376,3.73715,3.37352,1.02821,1.27932,4.23619
05163,1.16228,3.20344,3.49214,1.62642,0.99092,4.65723
05164,1.04515,4.43512,3.16344,0.74196,0.94341,4.35905
05165,1.25101,2.12643,3.88002,0.15335,0.66445,3.97883
05166,1.35005,3.04807,3.60037,1.22785,4.51207,3.21846
05167,1.15467,5.01098,3.10068,0.38270,0.46956,4.67754
05168,1.10072,0.87886,4.59190,1.44296,1.19135,4.44524
05169,1.34321,0.92393,4.63493,0.23306,0.76235,4.04122
05170,1.13084,1.72741,4.01668,0.44314,1.30635,3.85249
05171,1.11511,2.46304,3.70244,0.79784,0.51106,4.92303
05172,1.21203,0.67312,4.86539,1.35752,4.06130,3.35348
05173,1.13866,2.34424,3.75446,0.80025,3.37095,3.28579
05174,1.19871,0.93104,4.57884,0.74770,2.11215,3.66234
05175,1.28072,3.74302,3.39908,0.80575,0.88415,4.45121
05176,1.37056,1.74768,4.09004,0.15827,1.94865,3.05799
05177,1.04847,0.94968,4.50347,0.40458,0.77420,4.26736
05178,1.00272,1.26661,4.23396,0.59252,0.82322,4.37973
05179,1.37968,1.20778,4.41387,0.37225,2.33606,3.27194
05180,1.18428,1.25168,4.31654,1.40694,0.87182,4.70549
05181,1.26778,1.43626,4.22665,1.54837,1.74408,4.14481
05182,1.23763,2.65426,3.68277,0.84373,1.15291,4.24068
05183,1.31215,2.38295,3.80182,1.11095,2.88520,3.56341
05184,1.29363,2.10604,3.90294,0.25327,1.21887,3.66973
05185,1.37736,1.24336,4.38792,0.59889,0.58141,4.68646
05186,1.08410,3.44186,3.39955,1.51454,5.34432,3.16256
05187,1.12418,1.70281,4.02657,1.68167,2.90393,3.73784
05188,1.06148,3.37744,3.40681,0.80673,3.88452,3.16612
05189,1.39432,1.15436,4.45774,0.69497,3.81713,3.11656
05190,1.17770,3.42112,3.44076,1.45908,0.63369,4.99839
05191,1.05836,2.24418,3.76058,0.48249,1.44270,3.80320
05192,1.38035,0.66941,4.92668,1.88767,2.68675,3.85554
05193,1.02099,4.72007,3.09919,0.77589,4.53929,3.01389
05194,1.31718,0.66752,4.90879,1.88562,4.77635,3.35533
05195,1.35715,1.94281,3.99384,1.94528,3.80218,3.56699
05196,1.02113,0.83915,4.59947,0.96735,3.56488,3.31956
05197,1.16157,2.93480,3.56796,0.28018,0.56914,4.37507
05198,1.14274,2.86311,3.58234,1.65461,4.76426,3.30077
05199,1.05210,1.05156,4.41646,0.65730,2.26247,3.54666
05200,1.19513,2.79750,3.62194,0.66029,2.57948,3.43473
05201,1.30466,5.63142,3.05233,1.21336,1.82283,4.00057
05202,1.05602,0.67316,4.80550,0.66410,3.51785,3.16775
05203,1.17890,5.42380,3.04094,1.47089,2.80218,3.71065
05204,1.09556,0.74838,4.72946,0.87703,0.97854,4.39993
05205,1.13007,0.70497,4.79483,1.61265,0.69808,4.95780
05206,1.08065,4.96109,3.08060,1.51443,1.24740,4.42630
05207,1.34440,1.37257,4.29153,1.88995,4.88637,3.33654
05208,1.21921,0.72727,4.80075,0.56378,1.15055,4.06736
05209,1.01920,3.33075,3.40124,0.40881,0.40710,4.83019
05210,1.14965,1.80566,3.98536,0.26757,0.49092,4.48349
05211,1.06197,4.71683,3.11688,0.36439,1.10224,3.91508
05212,1.34400,0.71148,4.86214,0.86909,4.16473,3.13796
05213,1.09518,3.41693,3.41028,0.21538,0.50469,4.36522
05214,1.13424,2.29219,3.77227,0.82562,1.03080,4.32850
05215,1.08779,3.76305,3.32353,0.79866,1.18565,4.19252
05216,1.08470,2.57289,3.65253,0.58909,3.57216,3.10239
05217,1.31931,0.81168,4.73965,1.90174,1.84262,4.18635
05218,1.04252,3.94604,3.26383,1.02814,1.92743,3.88016
05219,1.38158,2.28632,3.86017,0.89806,1.34657,4.13291
05220,1.16855,0.71196,4.80080,0.44228,1.32364,3.84022
05221,1.03597,2.10367,3.80746,0.35475,0.34982,4.90031
05222,1.16288,3.99371,3.30085,1.51387,4.77655,3.25993
05223,1.32703,3.63698,3.43947,0.74003,2.74289,3.43090
05224,1.16991,1.52306,4.14079,0.66017,2.99244,3.30568
05225,1.19796,5.48817,3.03765,0.77800,1.44793,4.00755
05226,1.01979,3.13265,3.45476,0.22280,1.40530,3.49045
05227,1.36523,2.54592,3.76158,0.15345,1.23190,3.44287
05228,1.29703,5.77516,3.02789,0.63186,1.35385,3.97554
05229,1.09714,1.33671,4.22626,1.60367,2.32598,3.90997
05230,1.33051,0.60605,4.99706,1.92218,0.97484,4.74399
05231,1.38255,0.97605,4.59980,0.72691,1.43318,3.98694
05232,1.39423,2.78334,3.69327,1.54346,5.57366,3.13428
05233,1.12429,2.30389,3.76403,0.52959,2.44772,3.38449
05234,1.06404,0.92924,4.52877,1.29688,0.87306,4.66888
05235,1.31021,1.03134,4.52860,1.60845,1.81016,4.12904
05236,1.11420,1.52706,4.11732,0.79527,3.17379,3.33542
05237,1.16530,2.83674,3.59887,1.53970,6.45636,3.00553
05238,1.01706,5.21809,3.01039,0.27819,0.86336,4.01002
05239,1.15987,1.24661,4.31101,0.67965,3.59157,3.15979
05240,1.16105,3.30404,3.46483,1.06709,0.82440,4.63399
05241,1.00736,1.06110,4.38974,0.65651,0.83414,4.41283
05242,1.33058,1.70239,4.09999,0.30587,0.63215,4.32197
05243,1.19356,4.17957,3.27265,0.73498,0.69183,4.62435
05244,1.39058,6.17027,3.00066,1.96686,4.33886,3.45709
05245,1.22108,0.63246,4.92275,0.21932,1.68595,3.32545
05246,1.19694,0.82070,4.68777,1.73297,3.80984,3.51504
05247,1.05431,1.46300,4.13055,0.40333,1.04459,4.00583
05248,1.32002,0.66777,4.90940,0.82151,2.19321,3.67052
05249,1.09180,0.92842,4.54073,1.47501,0.67359,4.95007
05250,1.29417,1.59792,4.14295,1.67791,2.32573,3.92972
05251,1.01413,1.06749,4.38743,0.49380,2.87209,3.21523
05252,1.07410,1.24299,4.28018,0.27514,0.42767,4.61541
05253,1.25154,0.70859,4.83472,1.76434,0.83277,4.84360
05254,1.38091,4.25818,3.31978,0.36733,0.36211,4.88543
05255,1.13555,2.24284,3.79168,1.08474,1.35470,4.20971
05256,1.15063,1.83622,3.97115,0.52186,1.48301,3.81333
05257,1.31515,0.72377,4.83784,1.41222,1.26640,4.38283
05258,1.04774,4.56804,3.13886,0.11549,0.33998,4.43770
05259,1.02693,0.54115,4.98296,1.52496,1.89801,4.06473
05260,1.37598,4.11908,3.34708,1.76757,0.93672,4.74222
05261,1.06781,1.76497,3.97309,1.04476,3.69370,3.32216
05262,1.14240,3.18166,3.49058,0.24715,1.24147,3.64316
05263,1.27965,1.05470,4.49890,1.24143,2.18746,3.85211
05264,1.05632,1.16861,4.32653,0.71509,0.46337,4.96057
05265,1.24390,0.76347,4.76726,1.16077,4.06679,3.28431
05266,1.22505,0.95336,4.56771,0.72480,0.82311,4.46737
05267,1.37108,2.39648,3.81598,1.86439,4.64491,3.37465
05268,1.21994,0.86071,4.65469,1.00621,3.56089,3.33764
05269,1.32633,1.19705,4.40449,1.96024,1.04538,4.69183
05270,1.07336,1.41341,4.16827,1.22319,1.80280,4.01367
05271,1.36856,5.71367,3.06050,0.53150,0.56366,4.66154
05272,1.35832,1.14461,4.45376,1.86163,6.89744,3.03058
05273,1.02715,4.82310,3.08305,0.92214,2.69034,3.54325
05274,1.08392,1.44382,4.15404,0.48011,0.89575,4.21504
05275,1.09295,4.34280,3.20113,0.66167,3.21484,3.24439
05276,1.30957,1.29571,4.33018,1.09608,2.25292,3.77242
05277,1.25952,0.62444,4.94728,0.31232,2.35295,3.18944
05278,1.24107,0.98629,4.54385,0.34056,0.95630,4.00907
05279,1.12247,4.27366,3.22664,1.19677,3.70429,3.37867
05280,1.17109,3.68540,3.37369,1.31112,1.29916,4.32838
05281,1.09781,5.37406,3.01799,0.38271,0.70276,4.32732
05282,1.32906,2.72647,3.69041,1.47430,1.80265,4.09483
05283,1.23610,0.78796,4.73712,0.90144,2.26147,3.68422
05284,1.07356,4.59093,3.14509,1.48352,5.18430,3.17998
05285,1.35773,2.99250,3.61881,2.01286,4.33505,3.46789
05286,1.10894,2.94445,3.54497,0.23116,0.44982,4.49591
05287,1.28795,2.61072,3.71444,1.49341,4.01477,3.40493
05288,1.21201,3.53429,3.42497,0.80547,1.43198,4.03224
05289,1.26734,5.80235,3.01375,0.40264,1.18862,3.89289
05290,1.33647,3.59233,3.45327,1.11396,0.86523,4.61068
05291,1.08186,1.60856,4.05936,0.74712,2.11077,3.66258
05292,1.06214,2.78159,3.57567,0.77521,1.48112,3.98631
05293,1.00569,0.88187,4.54972,0.86787,2.07197,3.74375
05294,1.14507,0.96241,4.53018,0.79583,0.61581,4.75999
05295,1.19247,0.89982,4.60620,0.75259,1.65756,3.87569
05296,1.34069,0.85629,4.70015,1.52888,4.77325,3.26481
05297,1.00192,1.69096,3.98263,0.22681,1.09445,3.71533
05298,1.03312,0.79728,4.64900,1.30577,3.73690,3.40891
05299,1.29152,2.77108,3.66387,1.85416,1.13964,4.59268
05300,1.14812,2.15371,3.83168,0.20613,0.23846,4.99738
05301,1.09765,4.98252,3.08363,0.70293,0.71462,4.57683
05302,1.18880,0.66905,4.86225,1.71747,1.46121,4.34353
05303,1.37179,2.53011,3.76908,0.75814,1.01142,4.30796
05304,1.10491,5.48029,3.00379,1.06635,4.09444,3.24158
05305,1.20042,0.83021,4.67902,0.33382,1.85250,3.42607
05306,1.13754,1.02103,4.47596,1.42049,2.40853,3.82700
05307,1.08731,4.16675,3.23482,1.03917,5.30587,3.00524
05308,1.16834,3.67528,3.37506,1.37387,1.05552,4.52908
05309,1.32723,2.04580,3.93929,0.75455,0.61281,4.74110
05310,1.39431,3.82958,3.41612,0.19836,1.01868,3.71945
05311,1.17718,5.03741,3.10450,1.43727,3.36904,3.54059
05312,1.16420,3.12434,3.51458,1.59165,1.62607,4.21764
05313,1.03128,1.70624,3.98736,1.19055,5.28244,3.06815
05314,1.28198,1.26222,4.34368,0.14676,1.94036,3.02892
05315,1.09655,1.17753,4.33615,0.29862,1.47057,3.57822
05316,1.32580,1.29638,4.33508,0.84407,3.16400,3.36398
05317,1.03374,5.18998,3.02215,0.30829,1.17248,3.78882
05318,1.31077,5.98588,3.00134,0.91153,3.57678,3.29086
05319,1.36050,1.94666,3.99318,1.94104,1.94766,4.14707
05320,1.34925,2.29211,3.84769,1.10713,2.48217,3.69260
05321,1.34608,1.30250,4.33758,0.27111,2.72101,3.00175
05322,1.37516,2.79205,3.68457,0.32820,0.45769,4.63306
05323,1.28539,4.84585,3.17636,0.89114,4.72213,3.03974
05324,1.18063,1.41511,4.20860,0.36960,0.32263,4.98839
05325,1.09507,2.87469,3.56033,1.62569,0.95332,4.69063
05326,1.23656,5.34924,3.07370,1.19973,1.99964,3.91525
05327,1.09726,3.65148,3.35344,0.21017,0.25823,4.93662
05328,1.17482,2.59433,3.67999,1.56851,3.85373,3.46179
05329,1.35583,4.17059,3.32988,1.40372,4.39469,3.29949
05330,1.16003,4.64178,3.16917,1.28128,0.99768,4.54772
05331,1.28335,1.10345,4.46091,0.68336,4.03354,3.06134
05332,1.27713,0.75692,4.78620,1.53913,1.50556,4.26994
05333,1.16939,4.89892,3.12583,0.85292,1.00607,4.36371
05334,1.19980,0.96366,4.54933,0.34635,1.25084,3.78318
05335,1.34284,5.22483,3.12995,1.50512,6.21070,3.02936
05336,1.22308,1.85962,3.98667,0.38367,2.17760,3.34606
05337,1.17623,0.59332,4.96198,0.36147,0.56009,4.49962
05338,1.25725,5.01228,3.13742,0.43502,3.20747,3.06425
05339,1.02060,0.67785,4.78465,0.88495,0.72113,4.66896
05340,1.37673,3.31131,3.53692,1.22662,1.02611,4.50439
05341,1.26929,0.65190,4.91327,1.24086,0.79011,4.73641
05342,1.17952,3.16344,3.50946,0.14907,0.22181,4.91950
05343,1.26237,2.33488,3.80273,1.62640,4.03075,3.43852
05344,1.27161,2.49472,3.74838,0.51442,1.98540,3.55369
05345,1.22781,1.25107,4.33264,1.12244,3.53037,3.39259
05346,1.15832,1.77374,4.00411,1.42059,1.42023,4.28582
05347,1.11783,2.11052,3.83766,0.39862,2.90334,3.11283
05348,1.23754,0.78297,4.74313,1.39964,2.38461,3.82925
05349,1.19992,1.84593,3.98479,1.63257,4.84478,3.28039
05350,1.05774,1.34267,4.20651,0.21794,0.24467,4.99926
05351,1.06565,4.63054,3.13442,1.04524,0.58794,4.91862
05352,1.04488,0.84630,4.60208,0.73617,2.86883,3.38964
05353,1.24742,3.18459,3.52797,1.42589,3.78903,3.43510
05354,1.16057,0.70601,4.80511,1.16277,1.24810,4.31106
05355,1.05346,1.87854,3.91304,1.01787,1.19072,4.29414
05356,1.27735,0.68893,4.86802,0.83160,2.91372,3.42909
05357,1.24626,3.01126,3.57618,0.39395,2.65908,3.18405
05358,1.25411,1.68577,4.08281,1.30251,1.58198,4.15445
05359,1.14034,4.07368,3.27513,1.32261,2.07423,3.92578
05360,1.27740,0.85573,4.67972,0.81768,0.83843,4.50372
05361,1.24830,0.74068,4.79513,0.15945,0.27669,4.75669
05362,1.09563,1.19649,4.32191,1.14895,4.01465,3.29107
05363,1.03093,0.83568,4.60722,1.15634,1.11088,4.40982
05364,1.04916,3.27587,3.42826,1.22992,1.76901,4.03248
05365,1.34838,1.05563,4.52086,1.50330,2.45887,3.83364
05366,1.26676,1.48816,4.19546,0.38282,0.45185,4.71107
05367,1.14868,0.97995,4.51586,0.60244,0.49793,4.82364
05368,1.09282,1.33921,4.22292,0.88744,0.54168,4.91873
05369,1.37530,0.87880,4.68869,0.23789,1.64623,3.38146
05370,1.12149,5.45483,3.01430,0.75020,2.55767,3.49756
05371,1.22197,2.30421,3.80008,1.20635,1.18541,4.37181
05372,1.09241,2.74368,3.59979,1.35849,2.00996,3.96475
05373,1.13752,1.60497,4.08309,1.59937,2.07799,4.00673
05374,1.12943,4.05190,3.27561,1.63269,2.22253,3.95728
05375,1.15178,0.79797,4.69547,1.53873,5.86454,3.08876
05376,1.18478,1.34859,4.25195,1.38430,0.82494,4.74645
05377,1.01001,4.45001,3.14567,1.38384,2.55188,3.76543
05378,1.13620,3.17428,3.49023,0.24349,1.30181,3.59546
05379,1.36869,5.34250,3.11888,1.08448,0.58412,4.94028
05380,1.35173,4.39864,3.28232,1.67143,2.07590,4.02674
05381,1.34724,2.38479,3.81261,1.62618,0.67457,4.99118
05382,1.12670,5.10809,3.07336,1.39991,0.80105,4.77685
05383,1.38504,0.63294,4.97680,2.02843,1.85611,4.20802
05384,1.17340,0.76488,4.74032,0.14545,0.78746,3.80832
05385,1.13386,4.68727,3.15079,0.29495,0.60751,4.34070
05386,1.32052,1.24055,4.37158,0.85211,1.79642,3.85975
05387,1.14179,3.94291,3.30402,0.74343,0.74941,4.55987
05388,1.03814,0.74479,4.71025,0.56516,1.89312,3.63588
05389,1.29544,0.85517,4.68638,1.67692,2.05701,4.03611
05390,1.28269,1.66305,4.10438,1.15053,0.89645,4.59391
05391,1.12014,4.14195,3.25293,1.65579,1.81649,4.13861
05392,1.00549,0.65830,4.80360,1.44920,1.50285,4.24536
05393,1.35943,1.61393,4.15565,0.14340,0.22714,4.88205
05394,1.34374,0.85749,4.69992,1.25540,1.91158,3.97407
05395,1.30809,1.00272,4.55234,0.64897,0.86962,4.37163
05396,1.19393,2.74475,3.63804,0.82628,4.31990,3.08425
05397,1.33851,1.47542,4.22686,1.28875,2.13256,3.89044
05398,1.35826,5.22879,3.13425,0.60607,3.78616,3.06419
05399,1.18715,3.53492,3.41581,1.03588,3.25252,3.42894
05400,1.36064,2.34095,3.83303,0.64149,3.03976,3.27958
05401,1.30170,2.59929,3.72287,0.81348,1.62158,3.92854
05402,1.24482,1.10890,4.44339,1.63758,4.09476,3.42781
05403,1.24951,0.94218,4.58654,0.43771,0.84036,4.23032
05404,1.01241,2.50610,3.64542,0.23679,1.13936,3.69911
05405,1.26303,0.67822,4.87674,1.76234,0.83244,4.84345
05406,1.18188,0.78194,4.72429,1.29046,3.52142,3.45538
05407,1.02758,1.68280,3.99782,1.13342,1.91123,3.92983
05408,1.01951,0.80194,4.63817,1.46688,4.59009,3.28082
05409,1.16196,5.49249,3.02372,0.73690,3.98526,3.10456
05410,1.06499,1.61433,4.04943,1.42733,1.62684,4.16990
05411,1.04335,3.85296,3.28491,0.86751,4.62515,3.04609
05412,1.12864,1.75659,4.00129,0.83710,0.73435,4.62903
05413,1.02658,0.54989,4.96890,0.31435,0.48403,4.56575
05414,1.36698,1.95200,3.99287,0.74697,0.75105,4.56003
05415,1.31251,3.91647,3.37038,0.99298,2.05015,3.81144
05416,1.34383,4.83160,3.19823,1.28889,1.38109,4.26784
05417,1.20412,4.66529,3.18098,0.21933,1.80034,3.26846
05418,1.22330,3.61717,3.40886,1.35526,1.18407,4.42333
05419,1.13213,0.81839,4.66604,1.04310,0.72002,4.74170
05420,1.05068,0.75967,4.69828,0.53117,0.64536,4.54370
05421,1.18365,1.75294,4.02376,0.61626,1.12193,4.12790
05422,1.06903,3.77891,3.31232,0.56286,1.60472,3.77767
05423,1.04611,2.19521,3.77469,0.39669,1.56291,3.64865
05424,1.25758,0.89197,4.63690,1.16187,4.53723,3.18964
05425,1.03165,1.05134,4.40811,0.47054,3.57702,3.00362
05426,1.13315,1.65297,4.05582,1.64222,2.31511,3.92436
05427,1.01552,0.57386,4.92715,1.31347,0.76993,4.78358
05428,1.32051,4.72005,3.21092,0.87916,0.99574,4.38584
05429,1.38825,2.78175,3.69190,1.26797,1.55485,4.15780
05430,1.00046,1.36451,4.16831,0.79565,4.35015,3.06178
05431,1.30629,4.49093,3.24944,0.17198,0.26650,4.82216
05432,1.12001,1.62493,4.06562,0.43184,0.48868,4.69534
05433,1.27583,2.37212,3.79359,0.96387,2.03789,3.80373
05434,1.11771,0.56155,4.98762,0.84098,3.92169,3.17591
05435,1.34186,3.27894,3.53431,0.39049,0.36327,4.90921
05436,1.16502,1.08227,4.43573,0.21772,0.62216,4.18816
05437,1.04332,0.55991,4.96025,0.22368,0.61841,4.20516
05438,1.39888,4.90708,3.20220,0.34886,0.95187,4.02356
05439,1.05276,4.33891,3.18563,0.27224,2.62350,3.03525
05440,1.13522,1.88656,3.94181,1.43504,2.27547,3.88079
05441,1.19569,0.77415,4.73804,1.75582,0.75172,4.93044
05442,1.23648,4.64645,3.19601,1.28981,4.69719,3.20492
05443,1.28490,0.60637,4.98145,1.00684,2.95884,3.49879
